"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","pplhlp","ppltrst","lawobey","lrscale","stfgov","trstep","trstlgl","trstplc","trstplt","trstprl","trstprt","trstun","trstsci","happy"
"ESS1e06_7",1,"6.7","23.11.2023",101114,"DE",1.2572,2.3582613,2.392155,5.6413264,,,,4,0,2,8,0,7,6,9,0,0,,9,,2
"ESS1e06_7",1,"6.7","23.11.2023",101120,"DE",1.2572,2.3582613,2.392155,5.6413264,,,,4,6,2,3,7,88,7,10,4,7,,88,,8
"ESS1e06_7",1,"6.7","23.11.2023",101126,"DE",1.2572,1.8855631,2.392155,4.510559,,,,0,0,1,10,5,5,9,6,4,4,,5,,7
"ESS1e06_7",1,"6.7","23.11.2023",101304,"DE",1.2572,1.4993883,2.392155,3.586769,,,,2,2,2,6,0,5,8,8,2,6,,6,,7
"ESS1e06_7",1,"6.7","23.11.2023",101322,"DE",1.2572,2.3582613,2.392155,5.6413264,,,,5,0,2,8,2,5,4,4,1,3,,5,,6
"ESS1e06_7",1,"6.7","23.11.2023",101405,"DE",1.2572,2.3582613,2.392155,5.6413264,,,,2,4,2,2,6,7,7,8,4,3,,5,,8
"ESS1e06_7",1,"6.7","23.11.2023",101417,"DE",1.2572,1.6252807,2.392155,3.8879232,,,,0,0,1,5,2,7,10,10,7,7,,6,,9
"ESS1e06_7",1,"6.7","23.11.2023",101429,"DE",1.2572,4.1127014,2.392155,9.838219,,,,4,7,2,6,3,10,7,9,4,7,,10,,7
"ESS1e06_7",1,"6.7","23.11.2023",101512,"DE",1.2572,1.8855631,2.392155,4.510559,,,,4,3,1,3,4,6,8,10,3,6,,4,,8
"ESS1e06_7",1,"6.7","23.11.2023",101601,"DE",1.2572,1.8954988,2.392155,4.5343266,,,,3,4,2,3,4,8,10,10,2,7,,8,,9
"ESS1e06_7",1,"6.7","23.11.2023",101625,"DE",1.2572,1.6252807,2.392155,3.8879232,,,,4,0,1,7,4,6,8,8,4,4,,6,,8
"ESS1e06_7",1,"6.7","23.11.2023",101631,"DE",1.2572,1.4993883,2.392155,3.586769,,,,9,0,2,5,2,3,8,10,3,0,,5,,7
"ESS1e06_7",1,"6.7","23.11.2023",102120,"DE",1.2572,1.4993883,2.392155,3.586769,,,,8,9,2,7,6,6,7,8,7,6,,7,,8
"ESS1e06_7",1,"6.7","23.11.2023",102203,"DE",1.2572,1.9907802,2.392155,4.7622547,,,,7,3,2,6,7,5,6,7,7,8,,8,,9
"ESS1e06_7",1,"6.7","23.11.2023",102209,"DE",1.2572,1.8954988,2.392155,4.5343266,,,,8,8,2,6,6,3,7,6,4,6,,7,,8
"ESS1e06_7",1,"6.7","23.11.2023",102227,"DE",1.2572,1.6252807,2.392155,3.8879232,,,,8,7,1,7,6,5,7,8,6,6,,7,,8
"ESS1e06_7",1,"6.7","23.11.2023",102233,"DE",1.2572,1.8954988,2.392155,4.5343266,,,,5,0,4,5,0,2,6,3,2,0,,5,,8
"ESS1e06_7",1,"6.7","23.11.2023",102536,"DE",1.2572,1.2448293,2.392155,2.9778244,,,,9,3,1,4,6,6,6,7,5,5,,6,,7
